frame_centrale,label,epaule_f,coude_f,hanche_f,genou_f,cheville_f,epaule_nf,coude_nf,hanche_nf,genou_nf,cheville_nf,v_ang_cuisse,v_ang_jambe,v_lin_hanche,v_lin_genou,v_lin_orteil,dist_pied_ballon
5,unknown,169.83341866300546,3.8722233065395897,42.32219737280228,40.628356554008406,40.661831635003054,178.7666758986348,1.7517016993072005,114.091006033908,78.7478432431391,112.51875294047525,16.867148768659415,6.12679251825681,1.365834485653631,1.3144314978984102,1.2798915276260452,215.39012426357644
6,unknown,168.56477054457187,4.835187470280145,41.30443680413941,39.767564658541914,42.95600120429657,178.81467225675559,2.093990230322132,122.15421387683664,81.31753990094995,111.2590158047913,17.444841229356168,5.664884437169432,1.4566734658815508,1.4002570037737863,1.2381945702077826,215.25646630720144
7,unknown,167.18876375503834,5.878061210675469,40.56925938077819,39.122238150178546,45.02062285398828,178.7286137223957,2.5780844931713296,129.48373424873162,83.86502156313661,110.22500707110305,18.17852870038985,5.687099432793653,1.5685890262920759,1.5176851073489244,1.2136372733685077,215.22923974885197
8,unknown,164.77021299195326,8.178388833485991,39.835126866704854,38.67038138871913,45.03556556237729,178.6950422944112,3.0466557938913748,137.37484421140528,86.16957289593233,109.18949891667164,18.740118291168553,5.4441691034027455,1.6019718856482306,1.5393643233057561,1.1682164011808944,215.31189971895304
9,unknown,160.91705476357146,12.299198023406039,39.111300239347926,38.18503418556786,45.441651443674836,178.485421498964,3.6654915099516314,143.8476471892293,88.71961904700211,108.58685068722598,19.876424889810046,5.689663921676792,1.6819925780891876,1.5994948443428332,1.3252752064055497,215.39604800411098
10,unknown,157.06509186760914,16.7728523899635,38.510666307815185,37.52156578135203,46.141441999926634,178.3364406590486,4.153554766171988,144.34108911941934,89.99112167141305,107.83314793234146,18.47704664685346,4.411120395017958,1.522324766622898,1.4715028983136105,1.2312916206362767,215.49721761611858
11,unknown,152.9501452253914,21.54924081073418,37.567755476044326,36.624047799894925,45.969373421980755,178.11174744695924,4.668143190301264,144.52528104192484,91.82523135429358,107.28136687380015,18.78629665453803,3.9802733467142004,1.5909505518336,1.5092817952437272,1.1509993409511605,215.78449353374248
12,unknown,149.40912019609013,25.857658185137694,36.753112881950294,35.83283432226788,46.34902967340336,177.87173339889483,5.239176150286989,146.51966377904918,94.22211022213989,107.53414908013603,18.63317799609094,3.417504161748421,1.6163849424865344,1.5326578761288583,1.20252199964018,215.9673251591088
13,unknown,147.86561493465163,28.34307128364776,36.28448730830056,35.07957580680935,46.18012571286788,177.7604399491288,6.042109863735084,145.4695121037655,94.08037160510914,107.73834017358112,15.588643583682932,3.358752548015181,1.336131887043436,1.3039523858293327,1.1650384920354009,216.14246626819494
14,unknown,148.49633583975358,28.116581540883622,36.223309739675116,34.247775856410435,44.37436221557435,177.82734845426774,6.338204954155426,141.10712866500927,93.25985580094185,107.011177283352,14.723716094899686,3.305413887983876,1.1027430420371258,1.1032299884231065,1.1406962124566413,216.2569109732946
15,unknown,148.65180910520718,27.98381853902969,35.893070407131674,33.790990056933616,43.38194493667332,177.88083481523938,6.386052773203046,144.36078509462453,94.83404842554894,105.42897653246393,17.13354609756582,4.868418681548638,1.2940825300023258,1.2454823556459123,1.111896006980169,216.27324496987254
16,unknown,146.49474623827933,30.11794463107883,35.522528305948086,33.26049438846032,42.64810103473964,177.98375125708378,6.200510532167828,141.69577486096142,96.99416323599846,104.68111700597198,18.523398085718775,5.454340867391072,1.228956396065169,1.163407942056347,1.123548739988145,216.17107174272104
17,unknown,139.0887876964562,37.51908787736244,34.91983098756763,32.71347808588032,42.527997363000246,178.1310414159375,5.926629949397287,136.46427173379254,99.83334388406813,102.96821859436584,21.089890979224514,6.020219739852529,1.3131484622047347,1.2237181718204746,1.1345037653365202,215.9322549072373
18,unknown,137.5655968154661,39.0578853694687,34.549326681847745,32.15514464765864,44.03685099955014,178.22163817722867,5.766034655449052,132.78131779586866,101.46079711671683,101.3776640834561,22.638440168469437,6.613254804239993,1.3175039526850876,1.2648388127379002,1.2612484427643256,215.36058501246362
19,unknown,128.51137968446469,47.2244159462292,34.14253012254545,31.892692019898163,45.56436086367618,178.51249029264213,5.137859287591935,126.55281347581358,104.26765720846174,101.17732379710483,25.183990550600566,7.792661663336209,1.3797599504310196,1.3176612082974317,1.199568595399824,214.7191364742583
20,unknown,120.4614402302636,54.560934067754694,33.625400003121854,31.85173745652627,47.266796739735284,178.77648940802686,4.613291304448018,122.22287386919808,106.18150216151805,101.14840328029524,23.285425837161057,7.8110697612921145,1.374500408550012,1.3049036654098027,1.210024780134138,213.94745230242697
21,unknown,112.66251151649294,61.43169820778983,33.3106194560525,32.45051892102282,47.95984203516925,179.0470319487474,4.089976140374727,119.42437830095135,107.71883620751605,100.9203212459964,22.011166922907577,8.055820658184576,1.3598400600720897,1.2927329501357623,1.2103885861845352,212.9009154026143
22,unknown,99.54281423116498,73.2574129433994,32.97022457629985,33.57873959009579,50.59072208703185,179.28141920634178,3.318726243780681,114.87308882011575,110.78622796635928,101.85742456122625,22.10688867932471,9.510143677495957,1.3796150285554005,1.2697849878365712,1.206415416422633,211.71692577861663
23,unknown,85.16818359909081,87.17612423015365,32.66138716264651,34.940566664192325,54.309438552223455,179.43989348102804,2.5469179379531757,109.77361993992263,114.79010677260104,102.98887327281201,21.558709279967175,8.57365663009741,1.4442632618894227,1.3265022301060958,1.280354812746637,210.37297910864982
